"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,Residential property,pass_thru,debt,2028,5.18,4.74,0.45,8.6,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2029,5.21,4.74,0.47,8.97,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2030,5.22,4.74,0.48,9.27,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2031,5.22,4.73,0.48,9.27,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2032,5.21,4.73,0.48,9.26,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2033,5.21,4.73,0.48,9.2,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2034,5.2,4.73,0.47,9.11,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,debt,2035,5.2,4.73,0.47,9.07,NA,NA,NA,1514492.2
uniformity,Residential property,pass_thru,typical (biz),2025,5.84,4.74,1.1,18.89,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2026,6.03,4.73,1.3,21.57,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2027,6.05,4.74,1.31,21.7,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2028,6.05,4.74,1.32,21.74,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2029,6.06,4.74,1.32,21.76,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2030,6.07,4.74,1.33,21.94,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2031,6.06,4.73,1.33,21.87,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2032,6.05,4.73,1.32,21.87,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2033,6.06,4.73,1.33,21.95,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2034,6.05,4.73,1.32,21.87,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz),2035,6.05,4.73,1.32,21.88,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2025,1.02,0.83,0.19,18.47,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2026,1.04,0.83,0.22,20.84,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2027,1.05,0.83,0.22,20.96,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2028,1.05,0.83,0.22,21.02,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2029,1.05,0.83,0.22,21.06,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2030,1.05,0.83,0.22,21.25,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2031,1.05,0.83,0.22,21.19,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2032,1.05,0.83,0.22,21.18,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2033,1.05,0.83,0.22,21.25,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2034,1.05,0.83,0.22,21.17,NA,NA,NA,4201087.94
uniformity,Residential property,pass_thru,typical (biz+ooh),2035,1.05,0.83,0.22,21.18,NA,NA,NA,4201087.94
uniformity,Residential property,ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical_equity,2025,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2026,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2027,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2028,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2029,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2030,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2031,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2032,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2033,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2034,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,typical_equity,2035,NA,NA,NA,NA,NA,NA,NA,15717999.3
uniformity,Residential property,ooh,debt,2025,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2026,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2027,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2028,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2029,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2030,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2031,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2032,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2033,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2034,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,debt,2035,NA,NA,NA,NA,NA,NA,NA,10855118.7
uniformity,Residential property,ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,ooh,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,ooh,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,26573118.0
uniformity,Residential property,biz,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical_equity,2025,6.25,4.74,1.51,24.2,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2026,6.54,4.73,1.8,27.58,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2027,6.53,4.74,1.8,27.53,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2028,6.53,4.74,1.79,27.44,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2029,6.52,4.74,1.78,27.35,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2030,6.53,4.74,1.79,27.47,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2031,6.52,4.73,1.79,27.42,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2032,6.52,4.73,1.79,27.43,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2033,6.52,4.73,1.8,27.53,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2034,6.52,4.73,1.79,27.47,NA,NA,NA,3646563.03
uniformity,Residential property,biz,typical_equity,2035,6.52,4.73,1.79,27.5,NA,NA,NA,3646563.03
uniformity,Residential property,biz,debt,2025,5.32,4.74,0.58,10.87,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2026,5.22,4.73,0.48,9.26,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2027,5.25,4.74,0.52,9.84,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2028,5.28,4.74,0.54,10.24,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2029,5.3,4.74,0.56,10.55,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2030,5.31,4.74,0.58,10.84,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2031,5.31,4.73,0.57,10.83,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2032,5.3,4.73,0.57,10.82,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2033,5.3,4.73,0.57,10.8,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2034,5.29,4.73,0.57,10.71,NA,NA,NA,1976488.02
uniformity,Residential property,biz,debt,2035,5.29,4.73,0.57,10.68,NA,NA,NA,1976488.02
uniformity,Residential property,biz,typical (biz),2025,5.92,4.74,1.18,20.0,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2026,6.07,4.73,1.34,22.05,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2027,6.08,4.74,1.35,22.16,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2028,6.09,4.74,1.35,22.2,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2029,6.09,4.74,1.35,22.22,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2030,6.1,4.74,1.37,22.38,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2031,6.09,4.73,1.36,22.34,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2032,6.09,4.73,1.36,22.34,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2033,6.09,4.73,1.37,22.41,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2034,6.09,4.73,1.36,22.35,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz),2035,6.09,4.73,1.36,22.36,NA,NA,NA,5623051.05
uniformity,Residential property,biz,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical_equity,2025,5.01,4.74,0.27,5.46,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2026,4.91,4.73,0.18,3.69,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2027,4.91,4.74,0.18,3.62,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2028,4.91,4.74,0.18,3.61,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2029,4.92,4.74,0.18,3.58,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2030,4.91,4.74,0.18,3.6,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2031,4.91,4.73,0.18,3.59,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2032,4.91,4.73,0.18,3.59,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2033,4.9,4.73,0.18,3.6,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2034,4.9,4.73,0.18,3.59,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,typical_equity,2035,4.9,4.73,0.18,3.6,NA,NA,NA,19364562.33
uniformity,Residential property,biz+ooh,debt,2025,5.02,4.74,0.28,5.6,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2026,4.08,4.73,-0.65,-15.91,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2027,4.07,4.74,-0.67,-16.41,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2028,4.06,4.74,-0.67,-16.56,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2029,4.06,4.74,-0.68,-16.63,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2030,4.05,4.74,-0.68,-16.85,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2031,4.05,4.73,-0.69,-16.98,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2032,4.04,4.73,-0.69,-17.1,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2033,4.03,4.73,-0.7,-17.35,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2034,4.03,4.73,-0.7,-17.35,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,debt,2035,4.02,4.73,-0.7,-17.44,NA,NA,NA,12831606.72
uniformity,Residential property,biz+ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Residential property,biz+ooh,typical (biz+ooh),2025,5.01,4.74,0.27,5.48,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2026,4.59,4.73,-0.14,-3.15,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2027,4.58,4.74,-0.15,-3.35,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2028,4.58,4.74,-0.16,-3.4,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2029,4.58,4.74,-0.16,-3.44,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2030,4.58,4.74,-0.16,-3.49,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2031,4.57,4.73,-0.16,-3.54,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2032,4.57,4.73,-0.16,-3.58,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2033,4.56,4.73,-0.17,-3.65,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2034,4.56,4.73,-0.17,-3.66,NA,NA,NA,32196169.05
uniformity,Residential property,biz+ooh,typical (biz+ooh),2035,4.56,4.73,-0.17,-3.68,NA,NA,NA,32196169.05
uniformity,R&D and own-account software,c_corp,new_equity,2025,4.27,4.64,-0.37,-8.74,5.33,-1.07,-24.97,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2026,4.28,4.63,-0.35,-8.27,5.33,-1.05,-24.6,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2027,4.29,4.64,-0.34,-7.96,5.33,-1.04,-24.16,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2028,4.31,4.64,-0.32,-7.52,5.33,-1.02,-23.61,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2029,4.37,4.64,-0.27,-6.3,5.33,-0.97,-22.13,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2030,4.43,4.64,-0.21,-4.72,5.33,-0.9,-20.41,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2031,4.43,4.63,-0.2,-4.51,5.33,-0.9,-20.28,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2032,4.43,4.63,-0.2,-4.41,5.33,-0.9,-20.24,1012610.15
uniformity,R&D and own-account software,c_corp,new_equity,2033,4.43,4.63,-0.19,-4.35,5.33,-0.9,-20.24,1012610.15
